Incident ID,Date,Display Date,Town/City,Location Name,Location Type,Lat,Lon,Display Latitude,Display Longitude,Category,Incident Type,Incident Tags,Verification,Media Link,Source Merged,Display Sources,Display Visual Evidence
50526-70982,5/26/2025,26-May-25,Gaza City,Al-Nafaq Street (Daraj),,31.519494,34.464117,31.51949,34.46412,Aid,Airstrike | Attack on civilians,Airstrike on civilians | Airstrike on aid workers,CONFIRMED,https://x.com/Global_NewsWire/status/1927991039081456123,"https://x.com/Global_NewsWire/status/1927991039081456123, https://x.com/IHHen/status/1927830458894582137, https://www.aa.com.tr/en/middle-east/5-aid-workers-from-intl-humanitarian-organization-killed-in-israeli-attacks-on-gaza/3582678, https://x.com/HaksozHaber/status/1927846753669140509","{'url': 'https://x.com/Global_NewsWire/status/1927991039081456123', 'text': 'Global_NewsWire'} | {'url': 'https://x.com/IHHen/status/1927830458894582137', 'text': 'IHHen'} | {'url': 'https://www.aa.com.tr/en/middle-east/5-aid-workers-from-intl-humanitarian-organization-killed-in-israeli-attacks-on-gaza/3582678', 'text': 'aa.com.tr'} | {'url': 'https://x.com/HaksozHaber/status/1927846753669140509', 'text': 'HaksozHaber'}",https://x.com/Global_NewsWire/status/1927991039081456123
50614-98323,6/14/2025,14-Jun-25,Beit Lahia,Beit Lahia,Aid route,31.5642,34.4786,31.5642,34.4786,Aid,Attack on civilians | Aid truck presence,Aftermath of attack on civilian | Aid diversion by civilians | Airstrike on aid workers,CONFIRMED,https://x.com/AnasAlSharif0/status/1935399714222129332,https://x.com/AnasAlSharif0/status/1935399714222129332,"{'url': 'https://x.com/AnasAlSharif0/status/1935399714222129332', 'text': 'AnasAlSharif0'}",https://x.com/AnasAlSharif0/status/1935399714222129332
40211-29824,2/11/2024,11-Feb-24,Khan Younis,,,31.34410785,34.30927277,31.34411,34.30927,Medical,"field_hospital , medical_obstruction",Attack on field hospital,CONFIRMED,,https://imemc.org/article/day-127-update-dozens-of-palestinians-killed-in-various-parts-of-gaza/,"{'url': 'https://imemc.org/article/day-127-update-dozens-of-palestinians-killed-in-various-parts-of-gaza/', 'text': 'imemc.org'}",
40205-54715,2/5/2024,5-Feb-24,Khan Younis,,,31.34771271,34.29676786,31.34771,34.29677,Medical,"shelter , evacuation",Hospital evacuation order,CONFIRMED,https://x.com/QudsNen/status/1754492016048619780,,,https://x.com/QudsNen/status/1754492016048619780
40205-02391,2/5/2024,5-Feb-24,Khan Younis,,,31.34771271,34.29676786,31.34771,34.29677,Medical,"evacuation , medical_infrastructure",Hospital evacuation order,CONFIRMED,,"https://www.middleeastmonitor.com/20240206-israel-forces-detain-senior-staff-at-gazas-al-amal-hospital/, https://english.wafa.ps/Pages/Details/141368, https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-113 ","{'url': 'https://www.middleeastmonitor.com/20240206-israel-forces-detain-senior-staff-at-gazas-al-amal-hospital/', 'text': 'middleeastmonitor.com'} | {'url': 'https://english.wafa.ps/Pages/Details/141368', 'text': 'english.wafa.ps'} | {'url': 'https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-113', 'text': 'ochaopt.org'}",
40123-12741,1/23/2024,23-Jan-24,Khan Younis,,,31.34771271,34.29676786,31.34771,34.29677,Medical,"medical_infrastructure , civilian_injured , shelter",Attack on civilians,CONFIRMED,,"https://www.bbc.co.uk/news/world-middle-east-68074566, https://x.com/PalestineRCS/status/1750048432113242567 ","{'url': 'https://www.bbc.co.uk/news/world-middle-east-68074566', 'text': 'bbc.co.uk'} | {'url': 'https://x.com/PalestineRCS/status/1750048432113242567', 'text': 'PalestineRCS'}",
31209-13488,12/9/2023,9-Dec-23,regional zone 8,,,31.45539124,34.41497335,31.45539,34.41497,Medical,"medical_obstruction , ambulance , checkpoint , checkpoint-ahli",Attack on ambulance | Checkpoint,CONFIRMED,,"https://www.who.int/news/item/12-12-2023-who-calls-for-protection-of-humanitarian-space-in-gaza-following-serious-incidents-in-high-risk-mission-to-transfer-patients--deliver-health-supplies , https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-65 , https://x.com/PalestineRCS/status/1733762823489011869,   https://www.middleeastmonitor.com/20231210-israeli-army-fires-on-6-palestinian-red-crescent-ambulances-escorted-by-un-vehicles/, https://x.com/PalestineRCS/status/1733762748108923378 ","{'url': 'https://www.who.int/news/item/12-12-2023-who-calls-for-protection-of-humanitarian-space-in-gaza-following-serious-incidents-in-high-risk-mission-to-transfer-patients--deliver-health-supplies', 'text': 'who.int'} | {'url': 'https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-65', 'text': 'ochaopt.org'} | {'url': 'https://x.com/PalestineRCS/status/1733762823489011869', 'text': 'PalestineRCS'} | {'url': 'https://www.middleeastmonitor.com/20231210-israeli-army-fires-on-6-palestinian-red-crescent-ambulances-escorted-by-un-vehicles/', 'text': 'middleeastmonitor.com'} | {'url': 'https://x.com/PalestineRCS/status/1733762748108923378', 'text': 'PalestineRCS'}",
31209-70752,12/9/2023,9-Dec-23,Gaza City,,,31.49098662,34.45241689,31.49099,34.45242,Medical,"medical_obstruction , ambulance , checkpoint , checkpoint-ahli",Attack on ambulance | Checkpoint,CONFIRMED,,"https://www.who.int/news/item/12-12-2023-who-calls-for-protection-of-humanitarian-space-in-gaza-following-serious-incidents-in-high-risk-mission-to-transfer-patients--deliver-health-supplies , https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-65, https://x.com/PalestineRCS/status/1733762823489011869, https://www.middleeastmonitor.com/20231210-israeli-army-fires-on-6-palestinian-red-crescent-ambulances-escorted-by-un-vehicles/, https://x.com/PalestineRCS/status/1733762748108923378 ","{'url': 'https://www.who.int/news/item/12-12-2023-who-calls-for-protection-of-humanitarian-space-in-gaza-following-serious-incidents-in-high-risk-mission-to-transfer-patients--deliver-health-supplies', 'text': 'who.int'} | {'url': 'https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-65', 'text': 'ochaopt.org'} | {'url': 'https://x.com/PalestineRCS/status/1733762823489011869', 'text': 'PalestineRCS'} | {'url': 'https://www.middleeastmonitor.com/20231210-israeli-army-fires-on-6-palestinian-red-crescent-ambulances-escorted-by-un-vehicles/', 'text': 'middleeastmonitor.com'} | {'url': 'https://x.com/PalestineRCS/status/1733762748108923378', 'text': 'PalestineRCS'}",
31209-28227,12/9/2023,9-Dec-23,regional zone 8,,,31.46498227,34.42660329,31.46498,34.4266,Medical,"medical_obstruction , ambulance , checkpoint , border_checkpoint , checkpoint-ahli",Attack on ambulance | Checkpoint,CONFIRMED,,"https://www.who.int/news/item/12-12-2023-who-calls-for-protection-of-humanitarian-space-in-gaza-following-serious-incidents-in-high-risk-mission-to-transfer-patients--deliver-health-supplies , https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-65, https://x.com/PalestineRCS/status/1733762823489011869l,  https://www.middleeastmonitor.com/20231210-israeli-army-fires-on-6-palestinian-red-crescent-ambulances-escorted-by-un-vehicles/, https://x.com/PalestineRCS/status/1733762748108923378 ","{'url': 'https://www.who.int/news/item/12-12-2023-who-calls-for-protection-of-humanitarian-space-in-gaza-following-serious-incidents-in-high-risk-mission-to-transfer-patients--deliver-health-supplies', 'text': 'who.int'} | {'url': 'https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-65', 'text': 'ochaopt.org'} | {'url': 'https://x.com/PalestineRCS/status/1733762823489011869l', 'text': 'PalestineRCS'} | {'url': 'https://www.middleeastmonitor.com/20231210-israeli-army-fires-on-6-palestinian-red-crescent-ambulances-escorted-by-un-vehicles/', 'text': 'middleeastmonitor.com'} | {'url': 'https://x.com/PalestineRCS/status/1733762748108923378', 'text': 'PalestineRCS'}",
31209-55750,12/9/2023,9-Dec-23,regional zone 8,,,31.45502523,34.41450128,31.45503,34.4145,Medical,"medical_obstruction , ambulance , checkpoint , medical_worker_detained , checkpoint-ahli",Attack on ambulance | Checkpoint | Detained medical workers,CONFIRMED,,"https://www.who.int/news/item/12-12-2023-who-calls-for-protection-of-humanitarian-space-in-gaza-following-serious-incidents-in-high-risk-mission-to-transfer-patients--deliver-health-supplies , https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-65, https://x.com/PalestineRCS/status/1733762823489011869, https://www.middleeastmonitor.com/20231210-israeli-army-fires-on-6-palestinian-red-crescent-ambulances-escorted-by-un-vehicles/, https://x.com/PalestineRCS/status/1733762748108923378  ","{'url': 'https://www.who.int/news/item/12-12-2023-who-calls-for-protection-of-humanitarian-space-in-gaza-following-serious-incidents-in-high-risk-mission-to-transfer-patients--deliver-health-supplies', 'text': 'who.int'} | {'url': 'https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-65', 'text': 'ochaopt.org'} | {'url': 'https://x.com/PalestineRCS/status/1733762823489011869', 'text': 'PalestineRCS'} | {'url': 'https://www.middleeastmonitor.com/20231210-israeli-army-fires-on-6-palestinian-red-crescent-ambulances-escorted-by-un-vehicles/', 'text': 'middleeastmonitor.com'} | {'url': 'https://x.com/PalestineRCS/status/1733762748108923378', 'text': 'PalestineRCS'}",
31204-71677,12/4/2023,4-Dec-23,Az-Zawayda,,,31.4432234,34.360007,31.44322,34.36001,Medical,medical_worker_killed,Attack on medical workers,CONFIRMED,,"https://www.facebook.com/paldoctors/posts/pfbid02W1FSmNitHuBRR8qh2VeULq7JJWFpFCyGtyesoo6u514fdwRc5pwmmYjG5iGXsAqPl?rdid=rzW1idIryLIezmlL, https://gazahcsector.palestine-studies.org/ar/node/747, https://healthcareworkerswatch.org/wp-content/uploads/2024/09/3.-HWW-Update-on-killed-HCWs-in-Palestine-September-20-2024.pdf, https://x.com/Gaza_Shaheed/status/1734150033912528997 ","{'url': 'https://www.facebook.com/paldoctors/posts/pfbid02W1FSmNitHuBRR8qh2VeULq7JJWFpFCyGtyesoo6u514fdwRc5pwmmYjG5iGXsAqPl?rdid=rzW1idIryLIezmlL', 'text': 'facebook.com'} | {'url': 'https://gazahcsector.palestine-studies.org/ar/node/747', 'text': 'gazahcsector.palestine-studies.org'} | {'url': 'https://healthcareworkerswatch.org/wp-content/uploads/2024/09/3.-HWW-Update-on-killed-HCWs-in-Palestine-September-20-2024.pdf', 'text': 'healthcareworkerswatch.org'} | {'url': 'https://x.com/Gaza_Shaheed/status/1734150033912528997', 'text': 'Gaza_Shaheed'}",
31205-07904,12/5/2023,5-Dec-23,Deir al-Balah,,,31.41738371,34.34789988,31.41738,34.3479,Medical,"ambulance , medical_worker_injured",Attack on ambulance | Targeting medical workers,CONFIRMED,,"https://x.com/PalestineRCS/status/1731987677019279546, https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-60","{'url': 'https://x.com/PalestineRCS/status/1731987677019279546', 'text': 'PalestineRCS'} | {'url': 'https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-60', 'text': 'ochaopt.org'}",
31009-83107,10/9/2023,9-Oct-23,Gaza City,Shifa Medical Complex vicinity,Hospital,31.52397705,34.44439526,31.52398,34.4444,Medical,attack_vicinity,Attack on hospitals and vicinity,CONFIRMED,https://twitter.com/hamdahsalhut/status/1711301863046267046,,,https://twitter.com/hamdahsalhut/status/1711301863046267046
40711-14425,7/11/2024,11-Jul-24,Gaza City,Shifa Medical Complex vicinity,Hospital,31.52427935,34.44315133,31.52428,34.44315,Medical,attack_vicinity,Attack on hospitals and vicinity,MOST LIKELY,,https://t.me/QudsN/433521,"{'url': 'https://t.me/QudsN/433521', 'text': 'QudsN'}",
31231-62807,12/31/2023,31-Dec-23,Khan Younis,Nasser Hospital vicinity,Hospital,31.34688904,34.29235347,31.34689,34.29235,Medical,attack_vicinity,Attack on hospitals and vicinity,CONFIRMED,https://x.com/PalinfoAr/status/1741440675109798326,,,https://x.com/PalinfoAr/status/1741440675109798326
40117-90406,1/17/2024,17-Jan-24,Khan Younis,Nasser Hospital,Hospital,31.34688904,34.29235347,31.34689,34.29235,Medical,presence_military,Documented Israeli military presence,MOST LIKELY,https://t.me/AlarabyTelevision/60204,https://t.me/AlarabyTelevision/60223,"{'url': 'https://t.me/AlarabyTelevision/60223', 'text': 'AlarabyTelevision'}",https://t.me/AlarabyTelevision/60204
40214-33760,2/14/2024,14-Feb-24,Khan Younis,Nasser Hospital,Hospital,31.34688904,34.29235347,31.34689,34.29235,Medical,evacuation_prevented,Prevention of hospital evacuation,MOST LIKELY,https://t.me/AlarabyTelevision/68302,https://x.com/ShehabAgency/status/1757754997830263127,"{'url': 'https://x.com/ShehabAgency/status/1757754997830263127', 'text': 'ShehabAgency'}",https://t.me/AlarabyTelevision/68302
40327-61044,3/27/2024,27-Mar-24,Khan Younis,Nasser Hospital vicinity,Hospital,31.34688904,34.29235347,31.34689,34.29235,Medical,attack_vicinity,Attack on hospitals and vicinity,MOST LIKELY,https://x.com/i/status/1773011638909550697,https://t.me/AlarabyTelevision/80305,"{'url': 'https://t.me/AlarabyTelevision/80305', 'text': 'AlarabyTelevision'}",https://x.com/i/status/1773011638909550697
40330-23149,3/30/2024,30-Mar-24,Khan Younis,Nasser Hospital vicinity,Hospital,31.34688904,34.29235347,31.34689,34.29235,Medical,attack_vicinity,Attack on hospitals and vicinity,MOST LIKELY,,https://t.me/QudsN/387718,"{'url': 'https://t.me/QudsN/387718', 'text': 'QudsN'}",
31112-15078,11/12/2023,12-Nov-23,Jabalia,Al-Awda - Jabalia vicinity,Hospital,31.53398978,34.50665359,31.53399,34.50665,Medical,attack_vicinity,Attack on hospitals and vicinity,MOST LIKELY,,"https://t.me/youseffares19/9067, https://t.me/AlarabyTelevision/37391","{'url': 'https://t.me/youseffares19/9067', 'text': 'youseffares19'} | {'url': 'https://t.me/AlarabyTelevision/37391', 'text': 'AlarabyTelevision'}",
31202-68428,12/2/2023,2-Dec-23,Jabalia,Indonesian Hospital vicinity,Hospital,31.53498979,34.50935359,31.53499,34.50935,Medical,attack_vicinity,Attack on hospitals and vicinity,MOST LIKELY,,https://www.alaraby.co.uk/politics/%D8%A7%D9%84%D8%AD%D8%B1%D8%A8-%D8%B9%D9%84%D9%89-%D8%BA%D8%B2%D8%A9-%D8%A7%D8%B4%D8%AA%D8%A8%D8%A7%D9%83%D8%A7%D8%AA-%D8%B6%D8%A7%D8%B1%D9%8A%D8%A9-%D9%88%D8%AD%D8%AF%D9%8A%D8%AB-%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D9%8A-%D8%B9%D9%86-%D8%AE%D8%B7%D8%B7-%D9%84%D9%80%D8%AD%D9%85%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D8%AF%D9%86%D9%8A%D9%8A%D9%86,"{'url': 'https://www.alaraby.co.uk/politics/%D8%A7%D9%84%D8%AD%D8%B1%D8%A8-%D8%B9%D9%84%D9%89-%D8%BA%D8%B2%D8%A9-%D8%A7%D8%B4%D8%AA%D8%A8%D8%A7%D9%83%D8%A7%D8%AA-%D8%B6%D8%A7%D8%B1%D9%8A%D8%A9-%D9%88%D8%AD%D8%AF%D9%8A%D8%AB-%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D9%8A-%D8%B9%D9%86-%D8%AE%D8%B7%D8%B7-%D9%84%D9%80%D8%AD%D9%85%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D8%AF%D9%86%D9%8A%D9%8A%D9%86', 'text': 'alaraby.co.uk'}",
31122-62301,11/22/2023,22-Nov-23,Beit Lahia,Kamal Adwan vicinity,Hospital,31.53842117,34.50128544,31.53842,34.50129,Medical,attack_vicinity,Attack on hospitals and vicinity,MOST LIKELY,https://t.me/AlarabyTelevision/41484,,,https://t.me/AlarabyTelevision/41484
31021-68249,10/21/2023,21-Oct-23,Deir al-Balah,Shuhada Al-Aqsa vicinity,Hospital,31.41988931,34.35995348,31.41989,34.35995,Medical,attack_vicinity,Attack on hospitals and vicinity,MOST LIKELY,https://t.me/QudsN/315969,,,https://t.me/QudsN/315969
40420-63451,4/20/2024,20-Apr-24,Deir al-Balah,Shuhada Al-Aqsa,Hospital,31.41988931,34.35995348,31.41989,34.35995,Medical,attack_immediate_vicinity,Attack on hospitals and vicinity,MOST LIKELY,https://t.me/AlarabyTelevision/87393,"https://t.me/ShehabTelegram/461706, https://t.me/ShehabTelegram/461712","{'url': 'https://t.me/ShehabTelegram/461706', 'text': 'ShehabTelegram'} | {'url': 'https://t.me/ShehabTelegram/461712', 'text': 'ShehabTelegram'}",https://t.me/AlarabyTelevision/87393
40518-50142,5/18/2024,18-May-24,Rafah,Emirates Crescent Hospital vicinity,Hospital,31.30688888,34.24605344,31.30689,34.24605,Medical,attack_vicinity,Attack on hospitals and vicinity,MOST LIKELY,https://x.com/RassdNewsN/status/1791622417858630002,,,https://x.com/RassdNewsN/status/1791622417858630002
40528-89243,5/28/2024,28-May-24,Rafah,Emirates Crescent Hospital vicinity,Hospital,31.30688888,34.24605344,31.30689,34.24605,Medical,attack_vicinity,Attack on hospitals and vicinity,MOST LIKELY,,https://www.youm7.com/story/2024/5/28/%D9%82%D8%B5%D9%81-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%89-%D9%8A%D8%B3%D8%AA%D9%87%D8%AF%D9%81-%D9%85%D8%AD%D9%8A%D8%B7-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D8%B1%D8%A7%D8%AA%D9%89-%D8%BA%D8%B1%D8%A8-%D8%B1%D9%81%D8%AD-%D8%A7%D9%84%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A9/6590793,"{'url': 'https://www.youm7.com/story/2024/5/28/%D9%82%D8%B5%D9%81-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%89-%D9%8A%D8%B3%D8%AA%D9%87%D8%AF%D9%81-%D9%85%D8%AD%D9%8A%D8%B7-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D8%B1%D8%A7%D8%AA%D9%89-%D8%BA%D8%B1%D8%A8-%D8%B1%D9%81%D8%AD-%D8%A7%D9%84%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A9/6590793', 'text': 'youm7.com'}",
40622-49156,6/22/2024,22-Jun-24,Gaza City,Haifa Charity Hospital vicinity,Hospital,31.50759431,34.47241552,31.50759,34.47242,Medical,attack_vicinity,Attack on hospitals and vicinity,MOST LIKELY,,https://x.com/PalinfoAr/status/1804458364291760573,"{'url': 'https://x.com/PalinfoAr/status/1804458364291760573', 'text': 'PalinfoAr'}",
50318-51610,3/18/2025,18-Mar-25,Khan Younis,Khan Younis,Hospital,31.34721,34.29329,31.34721,34.29329,Medical,,Aftermath of attack on civilian,CONFIRMED,https://www.instagram.com/p/DHUkDM3t7cM,"https://x.com/AnasAlSharif0/status/1901812887061979635, https://x.com/Shayan86/status/1901955495428055367","{'url': 'https://x.com/AnasAlSharif0/status/1901812887061979635', 'text': 'AnasAlSharif0'} | {'url': 'https://x.com/Shayan86/status/1901955495428055367', 'text': 'Shayan86'}",https://www.instagram.com/p/DHUkDM3t7cM
50321-22586,3/21/2025,21-Mar-25,Gaza City,Al-Zahra,,31.477795,34.416673,31.4778,34.41667,Medical,Destruction infrastructure | Military presence,Destruction of infrastructure,CONFIRMED,https://x.com/Gloz111/status/1903029861507006596,,,https://x.com/Gloz111/status/1903029861507006596
50323-43706,3/23/2025,23-Mar-25,Khan Younis,Al-mawasi,,31.34705,34.29305,31.34705,34.29305,Medical,Airstrike,Airstrike on civilians,CONFIRMED,https://www.instagram.com/p/DHjgcbQMYOI,"https://www.instagram.com/p/DHjgcbQMYOI, https://x.com/AbuLocation/status/1903906512638214392, https://x.com/hassaneslayeh/status/1903892258153247188, https://x.com/AnasAlSharif0/status/1903888256212566395, https://x.com/AbuLocation/status/1903899088720142788","{'url': 'https://www.instagram.com/p/DHjgcbQMYOI', 'text': 'instagram.com'} | {'url': 'https://x.com/AbuLocation/status/1903906512638214392', 'text': 'AbuLocation'} | {'url': 'https://x.com/hassaneslayeh/status/1903892258153247188', 'text': 'hassaneslayeh'} | {'url': 'https://x.com/AnasAlSharif0/status/1903888256212566395', 'text': 'AnasAlSharif0'} | {'url': 'https://x.com/AbuLocation/status/1903899088720142788', 'text': 'AbuLocation'}",https://www.instagram.com/p/DHjgcbQMYOI
50324-65748,3/24/2025,24-Mar-25,Deir al-Balah,Al-Maghazi,,31.42485,34.37679,31.42485,34.37679,Medical,Airstrike,Attack on infrastructure,CONFIRMED,https://www.gettyimages.com/detail/news-photo/palestinians-inspect-the-damage-at-an-ambulance-repair-yard-news-photo/2206178653,"https://www.gettyimages.com/detail/news-photo/palestinians-inspect-the-damage-at-an-ambulance-repair-yard-news-photo/2206182563, https://www.gettyimages.com/detail/news-photo/palestinians-inspect-the-damage-at-an-ambulance-repair-yard-news-photo/2206182165, https://www.gettyimages.com/detail/news-photo/palestinian-man-inspects-the-damage-at-an-ambulance-repair-news-photo/2206182266, https://www.gettyimages.com/detail/news-photo/palestinians-inspect-the-damage-at-an-ambulance-repair-yard-news-photo/2206182166, https://x.com/AbuLocation/status/1904437855176532017","{'url': 'https://www.gettyimages.com/detail/news-photo/palestinians-inspect-the-damage-at-an-ambulance-repair-yard-news-photo/2206182563', 'text': 'gettyimages.com'} | {'url': 'https://www.gettyimages.com/detail/news-photo/palestinians-inspect-the-damage-at-an-ambulance-repair-yard-news-photo/2206182165', 'text': 'gettyimages.com'} | {'url': 'https://www.gettyimages.com/detail/news-photo/palestinian-man-inspects-the-damage-at-an-ambulance-repair-news-photo/2206182266', 'text': 'gettyimages.com'} | {'url': 'https://www.gettyimages.com/detail/news-photo/palestinians-inspect-the-damage-at-an-ambulance-repair-yard-news-photo/2206182166', 'text': 'gettyimages.com'} | {'url': 'https://x.com/AbuLocation/status/1904437855176532017', 'text': 'AbuLocation'}",https://www.gettyimages.com/detail/news-photo/palestinians-inspect-the-damage-at-an-ambulance-repair-yard-news-photo/2206178653
50330-26272,3/30/2025,30-Mar-25,Rafah,Tel al-Sultan,,31.3234,34.24368,31.3234,34.24368,"Displacement, Medical",Shooting,Shooting on healthcare worker,CONFIRMED,Vid1,"https://x.com/PalestineRCS/status/1908458778040631384, Vid2, https://x.com/EyeonPalestine/status/1906638386175062230, Vid3, https://x.com/GeoConfirmed/status/1907499307147866113","{'url': 'https://x.com/PalestineRCS/status/1908458778040631384', 'text': 'PalestineRCS'} | {'url': 'Vid2'} | {'url': 'https://x.com/EyeonPalestine/status/1906638386175062230', 'text': 'EyeonPalestine'} | {'url': 'Vid3'} | {'url': 'https://x.com/GeoConfirmed/status/1907499307147866113', 'text': 'GeoConfirmed'}",Vid1
50407-34628,4/7/2025,7-Apr-25,Gaza City,On al Jalaaâ€™ Street,health clinic,31.5196,34.457,31.5196,34.457,Medical,Airstrike,Airstrike on healthcare worker,CONFIRMED,https://t.me/mohnadQ/52241,"https://www.rescue.org/uk/press-release/irc-calls-immediate-protection-aid-workers-gaza-following-killing-partner-health, https://www.facebook.com/story.php?story_fbid=1109147021241244&id=100064378705842&mibextid=wwXIfr&rdid=bOYd6OGt2eQCAi0o, https://www.ochaopt.org/content/humanitarian-situation-update-280-gaza-strip, https://x.com/QudsNen/status/1907364503534150012","{'url': 'https://www.rescue.org/uk/press-release/irc-calls-immediate-protection-aid-workers-gaza-following-killing-partner-health', 'text': 'rescue.org'} | {'url': 'https://www.facebook.com/story.php?story_fbid=1109147021241244&id=100064378705842&mibextid=wwXIfr&rdid=bOYd6OGt2eQCAi0o', 'text': 'facebook.com'} | {'url': 'https://www.ochaopt.org/content/humanitarian-situation-update-280-gaza-strip', 'text': 'ochaopt.org'} | {'url': 'https://x.com/QudsNen/status/1907364503534150012', 'text': 'QudsNen'}",https://t.me/mohnadQ/52241
50422-58441,4/22/2025,22-Apr-25,Khan Younis,Mawasi,Field Hospital,31.35253443,34.2973052,31.35253,34.29731,Medical,Airstrike,Airstrike on healthcare worker,CONFIRMED,https://www.ochaopt.org/content/humanitarian-situation-update-284-gaza-strip?_gl=1*o260p2*_ga*NjAzNjI0MDAxLjE3MzIwOTM1ODI.*_ga_E60ZNX2F68*MTc0NjM2MjgxNS4zOC4wLjE3NDYzNjI4MjEuNTQuMC4w,,,https://www.ochaopt.org/content/humanitarian-situation-update-284-gaza-strip?_gl=1*o260p2*_ga*NjAzNjI0MDAxLjE3MzIwOTM1ODI.*_ga_E60ZNX2F68*MTc0NjM2MjgxNS4zOC4wLjE3NDYzNjI4MjEuNTQuMC4w
50513-18760,5/10/2025,10-May-25,Khan Younis,Al-mawasi,Hospital,31.347078,34.293017,31.34708,34.29302,Medical,Airstrike | Attack on civilians,Airstrike on civilians,CONFIRMED,https://www.instagram.com/p/DJkwRm1o3vU/,"https://x.com/AbuLocation/status/1922096686643700012, https://x.com/AbuLocation/status/1922096686643700012","{'url': 'https://x.com/AbuLocation/status/1922096686643700012', 'text': 'AbuLocation'} | {'url': 'https://x.com/AbuLocation/status/1922096686643700012', 'text': 'AbuLocation'}",https://www.instagram.com/p/DJkwRm1o3vU/
50513-14365,5/12/2025,12-May-25,Khan Younis,European Gaza Hospital,,31.302924,34.320725,31.30292,34.32073,Medical,Airstrike,Attack on infrastructure,CONFIRMED,https://x.com/arabic_post/status/1922337613953798473,https://x.com/NemoAnno/status/1922318608576713087,"{'url': 'https://x.com/NemoAnno/status/1922318608576713087', 'text': 'NemoAnno'}",https://x.com/arabic_post/status/1922337613953798473
50515-86495,5/13/2025,13-May-25,North Gaza City,Jabalia,,31.539403,34.496508,31.5394,34.49651,Medical,Airstrike | Attack on civilians,Airstrike on civilians,CONFIRMED,https://x.com/AbuLocation/status/1923064023983022525,https://x.com/AbuLocation/status/1923065228725469683,"{'url': 'https://x.com/AbuLocation/status/1923065228725469683', 'text': 'AbuLocation'}",https://x.com/AbuLocation/status/1923064023983022525
50515-42826,5/15/2025,15-May-25,Jabalia,North Gaza,Hospital,31.53398978,34.50665359,31.53399,34.50665,Medical,Airstrike,Attack on infrastructure,CONFIRMED,https://www.unocha.org/news/todays-top-news-occupied-palestinian-territory-democratic-republic-congo-sudan-haiti-0,,,https://www.unocha.org/news/todays-top-news-occupied-palestinian-territory-democratic-republic-congo-sudan-haiti-0
50516-38141,5/16/2025,16-May-25,,Al-mawasi,,31.3802888,34.2854451,31.38029,34.28545,Medical,Airstrike | Attack on civilians,Airstrike on civilians,CONFIRMED,https://www.unocha.org/publications/report/occupied-palestinian-territory/humanitarian-situation-update-290-gaza-strip-enar,,,https://www.unocha.org/publications/report/occupied-palestinian-territory/humanitarian-situation-update-290-gaza-strip-enar
50517-21632,5/17/2025,17-May-25,North Gaza City,Tal al-Zaatar,,31.534064,34.506625,31.53406,34.50662,Medical,Airstrike | Attack on civilians,Airstrike on civilians,CONFIRMED,https://x.com/AnasAlSharif0/status/1923932749536116984,"https://x.com/AbuLocation/status/1924009988269408328, https://x.com/AbuLocation/status/1923967432127021561","{'url': 'https://x.com/AbuLocation/status/1924009988269408328', 'text': 'AbuLocation'} | {'url': 'https://x.com/AbuLocation/status/1923967432127021561', 'text': 'AbuLocation'}",https://x.com/AnasAlSharif0/status/1923932749536116984
50518-78195,5/18/2025,18-May-25,North Gaza City,Indonesian Hospital,,31.53498979,34.50935359,31.53499,34.50935,Medical,Military presence,Military presence,CONFIRMED,https://www.unocha.org/publications/report/occupied-palestinian-territory/humanitarian-situation-update-290-gaza-strip-enar,,,https://www.unocha.org/publications/report/occupied-palestinian-territory/humanitarian-situation-update-290-gaza-strip-enar
